"Translate the Wikipedia article on Apertium: Aragonese","Translate the article on Apertium into Aragonese for the Aragonese Wikipedia",24,jimregan,Easy,Outreach,"Aragonese, wikipedia"
"Translate the Wikipedia article on Apertium: Chuvash","Translate the article on Apertium into Chuvash for the Chuvash Wikipedia",24,hectoralos,Easy,Outreach,"Chuvash, wikipedia"
"Translate the Wikipedia article on Apertium: Tatar","Translate the article on Apertium into Tatar for the Tatar Wikipedia",24,hectoralos,Easy,Outreach,"Tatar, wikipedia"
"Translate the Wikipedia article on Apertium: Bashkir","Translate the article on Apertium into Bashkir for the Bashkir Wikipedia",24,hectoralos,Easy,Outreach,"Bashkir, wikipedia"
"Translate the Wikipedia article on Apertium: Yakut","Translate the article on Apertium into Yakut for the Yakut Wikipedia",24,jimregan,Easy,Outreach,"Yakut, wikipedia"
"Translate the Wikipedia article on Apertium: Komi","Translate the article on Apertium into Komi for the Komi Wikipedia",24,hectoralos,Easy,Outreach,"Komi, wikipedia"
"Translate the Wikipedia article on Apertium: Udmurt","Translate the article on Apertium into Udmurt for the Udmurt Wikipedia",24,hectoralos,Easy,Outreach,"Udmurt, wikipedia"
"Translate the Wikipedia article on Apertium: Meadow Mari","Translate the article on Apertium into Meadow Mari for the Meadow Mari Wikipedia",24,hectoralos,Easy,Outreach,"Meadow Mari, wikipedia"
"Translate the Wikipedia article on Apertium: Hill Mari","Translate the article on Apertium into Hill Mari for the Hill Mari Wikipedia",24,hectoralos,Easy,Outreach,"Hill Mari, wikipedia"
"Translate the Wikipedia article on Apertium: Osetian","Translate the article on Apertium into Osetian for the Osetian Wikipedia",24,hectoralos,Easy,Outreach,"Osetian, wikipedia"
"Translate the Wikipedia article on Apertium: Buryat","Translate the article on Apertium into Osetian for the Buryat Wikipedia",24,jimregan,Easy,Outreach,"Buryat, wikipedia"
"Improve Spanish-Aragonese coverage","Create a corpus from Aragonese Wikipedia. Then, add the top 50-100 frequently used words which are not covered in the Apertium es-an dictionaries.",144,juanpabl,Medium,Quality Assurance,"Spanish, Aragonese, Wikipedia"
